id,author,created_at,text
1377622060910907400,ABaerbock,2021-04-01T14:01:08.000Z,RT @JHillje: Ein wichtiges Bild: Bundespräsident #Steinmeier lässt sich mit #AstraZeneca impfen. https://t.co/cM9JjAbo1M
1376966646980546561,ABaerbock,2021-03-30T18:36:46.000Z,"RT @AuschwitzMuseum: 30 March 1934 | A Hungarian Jewish woman, Agnes Littmann, was born in Miskolc. 

In 1944 she was deported to #Auschwit…"
1376184320034025472,ABaerbock,2021-03-28T14:48:04.000Z,"RT @fuecks: Die beiden Ärzte, die Navalny nach seiner Vergiftung in Omsk behandelten, sind beide nicht mehr am Leben. Der eine starb im Feb…"
1375814593445044225,ABaerbock,2021-03-27T14:18:55.000Z,"RT @sumlenny: A very bad sign. If Russia wants OSCE (where it has more than enough influence) out of Ukraine, this means Russia prepares so…"
1375772505441513474,ABaerbock,2021-03-27T11:31:40.000Z,"RT @ManuelSarrazin: Aufmerksamkeit für die Situation von @navalny
ist jetzt extrem wichtig! Schaut hin und redet über ihn!

Nawalnys Anwält…"
1375219589987119111,ABaerbock,2021-03-25T22:54:35.000Z,RT @HannaLiubakova: #Belarus Happening right now in #Minsk. An elderly woman and a young girl have been detained by a group of four (!) men…
1375217330591006722,ABaerbock,2021-03-25T22:45:36.000Z,RT @wibkegt: Jemand aus dem Rheinischen Revier gab mir für meine heutige Rede im Landtag eine Fliese aus dem 2018 zerstörten #ImmeratherDom…
1375100868714979328,ABaerbock,2021-03-25T15:02:49.000Z,@Tsihanouskaya Alles Gute ♥️
1375074872817242114,ABaerbock,2021-03-25T13:19:31.000Z,"Ich wünsche den Menschen in #Belarus so sehr, dass sie sicher und frei demonstrieren können - und ihr mutiger Kampf für mehr Demokratie, Menschenrechte und Rechtsstaatlichkeit Erfolg hat. Der Druck auf das Lukaschenka-Regime seitens der EU muss erhöht werden. #StandWithBelarus https://t.co/m8i3CZ6M3U"
1374897533785411593,ABaerbock,2021-03-25T01:34:51.000Z,"RT @RepMaloney: “There is no level of status, and there is no accomplishment or power, that will protect you from the clutches of inequalit…"
1374896800591720449,ABaerbock,2021-03-25T01:31:56.000Z,RT @Reuters: President Biden hosted U.S. Women's soccer star Megan Rapinoe and her teammate Margaret Purce at the White House as part of hi…
1374406417952559112,ABaerbock,2021-03-23T17:03:19.000Z,"RT @AuschwitzMuseum: 23 March 1938 | A Polish Jewish girl, Chanita Szklarczyk, daughter of Benjamin and Esther, was born in Sosnowiec. 

In…"
1374292550840897539,ABaerbock,2021-03-23T09:30:51.000Z,"RT @sven_giegold: Was #China gemacht hat, ist de facto der Abbruch der Beziehungen zum Europaparlament. Denn @bueti ist nicht irgendein EU-…"
1373612061176004610,ABaerbock,2021-03-21T12:26:50.000Z,RT @KathaSchulze: Erneut probieren Söder und Blume ihr Korruptionsproblem auf alle Fraktionen abzuwälzen. All unsere Vorschläge für Lobbyre…
1373581211189264384,ABaerbock,2021-03-21T10:24:15.000Z,"Rassismus ist eine menschenfeindliche Ideologie. Eine Gefahr für Betroffene und unseren gesellschaftlichen Zusammenhalt. Es braucht strukturelle Veränderungen und ein Demokratieförderungsgesetz, um antirassistische Arbeit finanziell abzusichern.  #InternationalerTagGegenRassismus"
1373318400445976582,ABaerbock,2021-03-20T16:59:56.000Z,"Das 🇹🇷 Regime ist dabei, Gewalt gegen Frauen zu legalisieren. Just nach Verbotsverfahren gegen d Opposition. Das von Seiten der Bundesregierung mit einem lapidaren „falsches Signal“ abzutun, ist das Gegenteil einer aktiven Außenpolitik. 
 #istanbulsoezlesmesi #IstanbulKonvention https://t.co/ULTiduToUa"
1373317275554615296,ABaerbock,2021-03-20T16:55:28.000Z,"RT @Besser_Deniz: „Für eine freies und gleichberechtigtes Leben – sie werden uns nie wieder in die Häuser einsperren können, sie werden uns…"
1373179453124280321,ABaerbock,2021-03-20T07:47:48.000Z,RT @steffendobbert: Interesting: Gerade #NordStream2 Lobbyisten hier in MV (zu denen man nach dem Fakestiftungsding die Landesregierung zäh…
1372846061694373888,ABaerbock,2021-03-19T09:43:02.000Z,"Klimaschutz, Wirtschaft, Bildung, Soziales, Verwaltung. Europa – unser Land braucht eine Politik, die den Herausforderungen der Wirklichkeit gewachsen ist. Zur #BTW21 machen wir konkrete Vorschläge, damit ein gemeinsamer Aufbruch gelingt. #AllesIstDrin https://t.co/cbXOwtwEWw"
